                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                 1.9394,                 1.3601,                0.95213,                0.27157,                0.05841,                0.01075,                 0.0036,                 3.0736,                 3.7818,                 1.2799,             0.00076142,             0.00076142,             0.00076142
                     51,                 1.9288,                 1.3992,                0.98285,                0.27009,                0.05641,                 0.0124,                0.00424,                 3.0158,                 3.7197,                 1.2669,              0.0007525,              0.0007525,              0.0007525
                     52,                 1.9607,                 1.3854,                0.94068,                0.27005,                0.06304,                0.01362,                 0.0045,                 3.0031,                 3.6416,                 1.2655,             0.00074347,             0.00074347,             0.00074347
                     53,                 1.9471,                 1.4078,                0.97246,                0.27283,                0.07493,                0.01334,                0.00451,                 2.9888,                 3.5635,                 1.2685,             0.00073433,             0.00073433,             0.00073433
                     54,                 1.9681,                 1.4547,                0.97585,                0.27454,                0.08219,                0.01403,                0.00508,                 2.9591,                 3.3695,                 1.2656,             0.00072509,             0.00072509,             0.00072509
                     55,                  1.851,                 1.3415,                0.94485,                0.27954,                0.09208,                0.01911,                0.00648,                  2.966,                 3.1865,                 1.2652,             0.00071576,             0.00071576,             0.00071576
                     56,                   1.89,                 1.3066,                0.94347,                0.28659,                0.08419,                0.01902,                0.00654,                 2.9809,                  3.141,                 1.2664,             0.00070633,             0.00070633,             0.00070633
                     57,                 1.8863,                 1.3545,                0.96572,                 0.2818,                0.07166,                0.01972,                0.00676,                 2.9722,                 3.1512,                 1.2604,             0.00069682,             0.00069682,             0.00069682
                     58,                 1.8318,                 1.3368,                0.95859,                0.28133,                0.06503,                0.01855,                0.00597,                 2.9587,                 3.1584,                 1.2585,             0.00068722,             0.00068722,             0.00068722
                     59,                 1.8285,                  1.311,                0.96001,                 0.2784,                0.05546,                0.02045,                0.00634,                 2.9813,                 3.1963,                 1.2648,             0.00067754,             0.00067754,             0.00067754
                     60,                 1.7321,                 1.2664,                 0.9299,                0.28441,                0.05809,                0.02269,                0.00737,                 3.0027,                 3.1927,                  1.273,             0.00066779,             0.00066779,             0.00066779
                     61,                 1.8289,                 1.2778,                 0.9278,                0.28129,                0.04325,                0.02488,                0.00761,                 2.9809,                 3.3126,                 1.2598,             0.00065796,             0.00065796,             0.00065796
                     62,                 1.8288,                 1.2973,                0.94643,                0.57146,                0.03567,                0.03022,                0.00881,                 2.9896,                 3.4052,                 1.2531,             0.00064807,             0.00064807,             0.00064807
                     63,                 1.7915,                 1.2999,                 0.9553,                0.54493,                0.04325,                0.02597,                0.00878,                  3.083,                 3.4317,                 1.2844,             0.00063812,             0.00063812,             0.00063812
                     64,                 1.7827,                 1.2489,                0.94311,                0.54545,                0.03599,                 0.0266,                0.00818,                  3.183,                 3.4332,                 1.3059,              0.0006281,              0.0006281,              0.0006281
                     65,                 1.7919,                 1.2139,                 0.9223,                 0.3097,                0.04851,                0.02892,                0.00821,                 3.1525,                 3.4672,                 1.2994,             0.00061803,             0.00061803,             0.00061803
                     66,                 1.7276,                 1.2056,                0.93325,                0.31551,                0.05577,                0.03277,                0.00912,                  3.072,                 3.4481,                 1.2773,             0.00060792,             0.00060792,             0.00060792
                     67,                 1.7314,                 1.2641,                0.94175,                   0.57,                0.05609,                0.03439,                0.00938,                 3.0392,                  3.407,                 1.2714,             0.00059775,             0.00059775,             0.00059775
                     68,                 1.7284,                 1.2181,                0.92815,                0.55687,                0.05269,                0.03008,                0.00837,                 3.0615,                 3.3491,                 1.2793,             0.00058755,             0.00058755,             0.00058755
                     69,                 1.7038,                   1.26,                 0.9171,                0.55749,                0.06703,                0.03304,                0.00887,                 3.0276,                 3.3103,                 1.2744,             0.00057731,             0.00057731,             0.00057731
                     70,                 1.7866,                 1.3064,                 0.9402,                0.55881,                0.08387,                0.03427,                0.00989,                 2.9817,                 3.1788,                 1.2557,             0.00056704,             0.00056704,             0.00056704
                     71,                 1.7065,                 1.2313,                0.92427,                0.55819,                0.08355,                0.03503,                0.01031,                 2.9104,                 3.1593,                 1.2393,             0.00055674,             0.00055674,             0.00055674
                     72,                  1.786,                 1.2589,                0.95007,                0.55568,                0.09081,                0.03337,                0.01021,                 2.9039,                 3.1315,                 1.2466,             0.00054642,             0.00054642,             0.00054642
                     73,                 1.6927,                 1.2082,                0.92914,                0.56066,                0.08945,                0.03196,                0.00976,                 2.9048,                 3.1311,                 1.2556,             0.00053608,             0.00053608,             0.00053608
                     74,                 1.7279,                 1.2016,                0.93256,                 0.5593,                0.08514,                0.02947,                0.00947,                 2.9043,                 3.1638,                 1.2578,             0.00052573,             0.00052573,             0.00052573
                     75,                 1.6808,                 1.1651,                0.91612,                 0.5537,                0.07524,                0.02733,                0.00931,                 2.9328,                 3.1778,                 1.2691,             0.00051537,             0.00051537,             0.00051537
                     76,                 1.7157,                 1.1706,                0.92989,                0.54829,                0.07325,                0.02623,                0.00869,                 2.9506,                 3.1766,                 1.2722,               0.000505,               0.000505,               0.000505
                     77,                 1.7445,                 1.2096,                0.93452,                0.56136,                 0.0604,                0.02796,                0.00872,                 2.9052,                 3.1457,                 1.2549,             0.00049463,             0.00049463,             0.00049463
                     78,                 1.6958,                  1.232,                0.93469,                0.54578,                0.05777,                0.02447,                0.00904,                 2.8786,                 3.1434,                 1.2447,             0.00048427,             0.00048427,             0.00048427
                     79,                 1.7746,                 1.2429,                0.94575,                0.54757,                0.06535,                 0.0267,                0.00884,                 2.8729,                 3.1247,                 1.2458,             0.00047392,             0.00047392,             0.00047392
                     80,                 1.6314,                 1.1439,                0.91017,                0.54454,                0.05777,                0.02635,                0.00833,                 2.8972,                 3.2165,                 1.2475,             0.00046358,             0.00046358,             0.00046358
                     81,                 1.6595,                 1.1296,                0.92862,                0.54168,                0.07388,                0.02443,                0.00802,                 2.9037,                 3.2364,                  1.249,             0.00045326,             0.00045326,             0.00045326
                     82,                 1.7339,                 1.2142,                0.93313,                0.54719,                0.05146,                 0.0228,                0.00787,                 2.9135,                  3.243,                   1.25,             0.00044296,             0.00044296,             0.00044296
                     83,                 1.6799,                 1.1533,                0.92929,                0.55472,                0.05146,                0.02201,                0.00758,                 2.9163,                 3.2287,                 1.2527,             0.00043269,             0.00043269,             0.00043269
                     84,                 1.6023,                 1.0501,                0.89976,                0.30778,                0.05178,                0.02082,                0.00711,                 2.9135,                 3.2974,                 1.2483,             0.00042245,             0.00042245,             0.00042245
                     85,                  1.566,                 1.0706,                0.89061,                0.29054,                0.05704,                0.02009,                0.00694,                 2.9245,                 3.4008,                 1.2511,             0.00041225,             0.00041225,             0.00041225
                     86,                 1.5838,                 1.1272,                0.90796,                0.29552,                0.05936,                0.01985,                0.00692,                 2.9256,                 3.3904,                 1.2635,             0.00040208,             0.00040208,             0.00040208
                     87,                 1.6227,                 1.0948,                0.91485,                 0.2957,                0.05904,                0.02161,                0.00744,                 2.9316,                 3.3611,                 1.2717,             0.00039197,             0.00039197,             0.00039197
                     88,                 1.6404,                 1.0877,                0.92109,                 0.3003,                0.06367,                0.02244,                0.00752,                 2.9117,                 3.3874,                 1.2616,              0.0003819,              0.0003819,              0.0003819
                     89,                 1.5915,                 1.0914,                0.91443,                0.30194,                  0.066,                0.02391,                0.00766,                 2.9325,                 3.4858,                 1.2541,             0.00037188,             0.00037188,             0.00037188
                     90,                 1.6434,                 1.1019,                0.91971,                0.30462,                 0.0683,                0.02413,                0.00804,                 2.9344,                 3.5214,                 1.2523,             0.00036193,             0.00036193,             0.00036193
                     91,                 1.6652,                 1.1852,                0.94951,                0.30033,                0.05809,                0.02642,                0.00863,                 2.9125,                 3.5156,                 1.2512,             0.00035204,             0.00035204,             0.00035204
                     92,                 1.5657,                 1.0919,                0.92291,                0.29562,                0.05823,                0.02622,                0.00887,                 2.8825,                 3.5141,                 1.2432,             0.00034221,             0.00034221,             0.00034221
