                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                 1.4361,                 1.0151,                0.86781,                0.55891,                 0.3901,                0.37626,                0.15691,                 2.0521,                 1.4651,                 1.0082,             0.00020572,             0.00020572,             0.00020572
                    108,                 1.4775,                 1.0142,                0.87311,                 0.5847,                0.42274,                0.37883,                0.15459,                 2.0465,                 1.4734,                 1.0101,             0.00019753,             0.00019753,             0.00019753
                    109,                 1.5309,                0.97609,                0.89043,                0.57718,                0.43528,                0.36707,                0.15265,                 2.0769,                 1.4901,                 1.0109,             0.00018948,             0.00018948,             0.00018948
                    110,                 1.5102,                0.97764,                0.87311,                0.57416,                0.42535,                 0.3593,                0.14866,                 2.1012,                 1.5125,                  1.013,             0.00018156,             0.00018156,             0.00018156
                    111,                 1.4524,                0.95739,                0.86978,                0.56363,                0.40771,                0.35697,                0.14613,                 2.1089,                 1.5331,                  1.015,             0.00017378,             0.00017378,             0.00017378
                    112,                 1.4847,                0.99295,                0.88378,                 0.5501,                0.37393,                0.34734,                0.14146,                 2.1047,                 1.5376,                 1.0146,             0.00016615,             0.00016615,             0.00016615
                    113,                 1.3738,                0.91179,                0.86743,                0.57516,                0.41008,                0.36275,                0.14468,                 2.0922,                 1.5278,                 1.0142,             0.00015867,             0.00015867,             0.00015867
                    114,                  1.502,                0.95315,                 0.8872,                0.56275,                0.37528,                0.36526,                0.14764,                 2.0885,                 1.5226,                 1.0146,             0.00015134,             0.00015134,             0.00015134
                    115,                 1.4659,                0.97907,                0.91405,                0.57729,                 0.3837,                0.37833,                0.15212,                 2.0795,                 1.5105,                 1.0141,             0.00014416,             0.00014416,             0.00014416
                    116,                 1.4701,                0.97185,                0.89929,                0.57462,                0.37918,                0.37135,                0.15397,                 2.0661,                 1.5018,                 1.0146,             0.00013714,             0.00013714,             0.00013714
                    117,                 1.4357,                0.99243,                0.89644,                0.61396,                0.37571,                0.37441,                0.15338,                   2.05,                 1.5077,                 1.0154,             0.00013029,             0.00013029,             0.00013029
                    118,                 1.4347,                0.97018,                 0.8759,                0.61557,                0.37065,                0.37138,                0.15236,                 2.0524,                 1.5135,                 1.0152,              0.0001236,              0.0001236,              0.0001236
                    119,                 1.4756,                  1.007,                0.89048,                0.61443,                0.36813,                0.37115,                0.15184,                 2.0501,                 1.5256,                 1.0131,             0.00011707,             0.00011707,             0.00011707
                    120,                 1.4349,                0.93695,                0.87542,                0.60442,                0.37834,                0.37052,                0.15224,                 2.0513,                  1.537,                 1.0125,             0.00011072,             0.00011072,             0.00011072
                    121,                 1.5005,                0.94893,                0.86284,                0.61445,                0.37092,                0.37624,                0.15469,                 2.0463,                  1.521,                 1.0122,             0.00010454,             0.00010454,             0.00010454
                    122,                 1.5099,                 1.0254,                 0.9063,                0.61273,                0.37539,                0.37624,                 0.1556,                 2.0434,                 1.5093,                 1.0108,             9.8531e-05,             9.8531e-05,             9.8531e-05
                    123,                 1.4803,                0.98021,                0.89087,                0.61318,                0.37507,                0.37804,                0.15273,                 2.0334,                 1.5039,                 1.0087,             9.2704e-05,             9.2704e-05,             9.2704e-05
                    124,                 1.4007,                0.92796,                0.88194,                0.60843,                0.37739,                0.38013,                0.15074,                 2.0277,                 1.4914,                  1.006,             8.7058e-05,             8.7058e-05,             8.7058e-05
                    125,                 1.4778,                0.92111,                0.85687,                0.63184,                0.37218,                0.38546,                0.15165,                 2.0183,                 1.4894,                 1.0033,             8.1595e-05,             8.1595e-05,             8.1595e-05
                    126,                 1.4301,                0.92587,                0.86899,                0.62131,                0.36223,                0.38021,                0.15008,                 2.0187,                 1.4971,                 1.0009,             7.6317e-05,             7.6317e-05,             7.6317e-05
                    127,                 1.4066,                 1.0027,                0.87819,                0.61442,                0.35729,                0.37157,                 0.1514,                 2.0249,                 1.4924,                 1.0015,             7.1228e-05,             7.1228e-05,             7.1228e-05
                    128,                 1.4172,                0.94808,                0.85063,                0.62972,                0.35729,                0.37135,                0.15063,                 2.0264,                 1.4941,                  1.001,             6.6329e-05,             6.6329e-05,             6.6329e-05
                    129,                 1.4445,                 0.9165,                 0.8878,                0.61819,                0.35729,                0.36955,                0.14794,                 2.0242,                 1.4976,                 1.0012,             6.1623e-05,             6.1623e-05,             6.1623e-05
                    130,                 1.4271,                0.94246,                0.88658,                0.60612,                0.35497,                0.36823,                0.14596,                 2.0206,                 1.5004,                 1.0028,             5.7111e-05,             5.7111e-05,             5.7111e-05
                    131,                 1.4806,                0.94874,                0.86612,                0.60805,                0.35234,                0.37572,                0.14751,                 2.0137,                 1.5014,                 1.0026,             5.2795e-05,             5.2795e-05,             5.2795e-05
                    132,                 1.4022,                0.93458,                0.88427,                0.62147,                0.35002,                0.37302,                0.14688,                 2.0183,                 1.4996,                 1.0021,             4.8678e-05,             4.8678e-05,             4.8678e-05
                    133,                 1.4217,                0.90701,                0.87112,                0.62317,                0.34771,                0.36852,                 0.1469,                 2.0195,                 1.5012,                 1.0011,             4.4761e-05,             4.4761e-05,             4.4761e-05
                    134,                 1.4553,                0.94069,                0.90758,                0.60615,                0.36674,                0.37028,                0.14787,                 2.0256,                 1.4981,                0.99911,             4.1045e-05,             4.1045e-05,             4.1045e-05
