                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     94,                 1.4598,                0.96692,                0.86594,                0.61855,                0.39327,                0.33993,                0.12892,                 2.1227,                 1.5436,                  1.025,             0.00032278,             0.00032278,             0.00032278
                     95,                 1.5092,                0.93391,                0.86873,                0.63829,                0.37076,                0.34195,                0.12421,                 2.1184,                 1.5904,                  1.026,             0.00031318,             0.00031318,             0.00031318
                     96,                 1.4499,                0.96073,                0.86186,                0.62089,                0.42836,                0.36828,                0.13245,                 2.0893,                 1.5605,                 1.0267,             0.00030367,             0.00030367,             0.00030367
                     97,                 1.6818,                 1.1137,                 0.9532,                0.60577,                0.40927,                0.36864,                 0.1389,                  2.081,                 1.4864,                 1.0284,             0.00029424,             0.00029424,             0.00029424
                     98,                  1.499,                 1.0963,                0.89939,                0.58084,                0.41133,                0.35868,                0.13949,                 2.0792,                 1.4487,                 1.0286,             0.00028491,             0.00028491,             0.00028491
                     99,                 1.4218,                 1.0107,                 0.8806,                0.81645,                0.32751,                0.34919,                0.12848,                 2.1106,                 1.4776,                 1.0279,             0.00027567,             0.00027567,             0.00027567
                    100,                 1.4389,                0.99438,                0.89208,                 0.8229,                0.31962,                0.35346,                0.13149,                 2.1041,                 1.4937,                 1.0219,             0.00026653,             0.00026653,             0.00026653
                    101,                 1.4196,                0.88839,                0.84805,                0.81958,                0.32456,                0.35087,                 0.1366,                 2.0704,                  1.495,                 1.0158,              0.0002575,              0.0002575,              0.0002575
                    102,                 1.4588,                0.94061,                0.86429,                 0.6626,                0.35825,                0.38612,                0.14835,                 2.0436,                 1.4821,                 1.0163,             0.00024858,             0.00024858,             0.00024858
                    103,                 1.4332,                0.89143,                0.84462,                0.68231,                0.34569,                0.38159,                0.14623,                 2.0626,                 1.4863,                 1.0203,             0.00023977,             0.00023977,             0.00023977
                    104,                 1.5625,                0.97681,                0.90017,                0.57802,                0.40864,                0.38665,                0.14956,                 2.0535,                 1.4862,                 1.0189,             0.00023107,             0.00023107,             0.00023107
                    105,                 1.4883,                0.97047,                0.86284,                0.60818,                0.42318,                0.37318,                 0.1537,                 2.0454,                   1.48,                 1.0063,              0.0002225,              0.0002225,              0.0002225
                    106,                 1.3241,                0.84804,                0.84389,                 0.6106,                0.41432,                0.36706,                0.15216,                 2.0739,                 1.4753,                 1.0035,             0.00021405,             0.00021405,             0.00021405
                    107,                 1.5799,                 1.0306,                0.85936,                0.62154,                0.41378,                0.37109,                0.15453,                 2.0913,                 1.4776,                 1.0032,             0.00020572,             0.00020572,             0.00020572
                    108,                 1.0356,                0.82722,                0.64708,                0.59826,                0.40789,                0.38843,                0.16116,                 2.0721,                 1.4721,                 1.0014,             0.00019753,             0.00019753,             0.00019753
                    109,                  1.374,                0.96343,                0.84376,                0.60847,                0.37959,                0.40152,                0.16908,                 2.0513,                 1.4725,                 1.0008,             0.00018948,             0.00018948,             0.00018948
                    110,                 1.5005,                 1.0266,                0.86487,                0.63899,                0.39543,                0.40197,                0.16765,                 2.0426,                 1.4738,                 1.0046,             0.00018156,             0.00018156,             0.00018156
                    111,                 1.3177,                0.92471,                0.86431,                 0.6957,                0.37591,                0.40104,                0.16688,                 2.0303,                 1.4714,                  1.008,             0.00017378,             0.00017378,             0.00017378
                    112,                 1.3625,                0.90806,                0.88636,                0.69462,                0.38349,                0.39666,                0.16428,                 2.0296,                 1.4696,                 1.0095,             0.00016615,             0.00016615,             0.00016615
                    113,                 1.0472,                0.94072,                0.65699,                0.68256,                0.37855,                0.40011,                0.16726,                  2.039,                 1.4566,                  1.011,             0.00015867,             0.00015867,             0.00015867
                    114,                  1.276,                0.87601,                0.86365,                0.77069,                0.37182,                0.40286,                0.17273,                 2.0416,                 1.4407,                 1.0112,             0.00015134,             0.00015134,             0.00015134
                    115,                 1.4014,                0.93882,                0.88012,                0.65365,                0.38402,                0.41245,                0.17578,                 2.0404,                 1.4274,                 1.0107,             0.00014416,             0.00014416,             0.00014416
